Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Josh Turley,Tigers,0,0,5.43,0,0,0,1,1,1,0,1,0,1.52,5.64,3.54,5.56,0,0,999,sa503159
Jason Berken,Blue Jays,0,0,5.56,0,0,0,1,1,1,0,1,0,1.51,5.6,3.32,5.56,0,0,999,5673
Jered Weaver,Padres,0,0,5.48,0,0,0,1,1,1,0,1,0,1.44,5.74,2.77,5.56,0,0,999,4235
Oscar De La Cruz,Cubs,0,0,5.43,0,0,0,1,1,1,0,1,0,1.53,6.37,4.08,5.56,0,0,999,sa737037
Mario Sanchez,Phillies,0,0,5.44,0,0,0,1,1,1,0,1,0,1.49,6.42,3.45,5.56,0,0,999,sa691863
Sean Reid-Foley,Blue Jays,0,0,5.53,0,0,0,1,1,1,0,1,0,1.55,7.01,4.46,5.56,0,0,999,sa828690
Tom Robson,Blue Jays,0,0,5.37,0,1,0,1,1,1,0,1,1,1.64,6.43,5.17,5.56,0,0,999,sa597959
Yorman Landa,,0,0,5.35,0,1,0,1,1,1,0,1,1,1.72,6.93,6.08,5.56,0,0,999,sa597276
Bronson Arroyo,,0,0,5.58,0,0,0,1,1,1,0,1,0,1.46,5.35,2.45,5.56,0,0,999,978
Blake Beavan,,0,0,5.54,0,0,0,1,1,1,0,1,0,1.48,5.57,2.99,5.56,0,0,999,338
Marlon Arias,,0,0,5.31,0,1,0,1,1,1,0,1,1,1.67,6.2,5.28,5.56,0,0,999,sa294505
Tyler Matzek,White Sox,0,0,5.41,0,0,0,1,1,1,0,1,1,1.68,7.39,5.79,5.56,0,0,999,10058
Cody Poteet,Marlins,0,0,5.47,0,0,0,1,1,1,0,1,1,1.64,4.98,4.5,5.56,0,0,999,sa658640
Fernando Baez,,0,0,5.38,0,1,0,1,1,1,0,1,1,1.66,9.04,6.5,5.56,0,0,999,sa550675
Manuel Chavez,,0,0,5.2,0,1,0,1,1,1,0,1,1,1.76,6.65,6.42,5.56,0,0,999,sa659414
Michael Ynoa,White Sox,0,0,5.34,0,1,0,1,1,1,0,1,1,1.58,7.79,5.12,5.56,0,0,999,14093
Mitch Brown,Indians,0,0,5.29,0,1,0,1,1,1,0,1,1,1.68,7.71,6.26,5.56,0,0,999,sa657957
Stephen Landazuri,,0,0,5.5,0,0,0,1,1,1,0,1,1,1.61,6.2,4.63,5.56,0,0,999,sa549571
Matt Esparza,Indians,0,0,5.44,0,0,0,1,1,1,0,1,0,1.5,6.07,3.68,5.56,0,0,999,sa875700
Carlos Felix,Dodgers,0,0,5.45,0,0,0,1,1,1,0,1,0,1.57,5.63,4.05,5.56,0,0,999,sa740138
Luke Eubank,Indians,0,0,5.38,0,1,0,1,1,1,0,1,1,1.68,6.13,5.35,5.56,0,0,999,sa829342
Justin Amlung,,0,0,5.49,0,0,0,1,1,1,0,1,0,1.56,5.44,3.79,5.57,0,0,999,sa602580
Sixto Sanchez,Phillies,0,0,5.51,0,0,0,1,1,1,0,1,0,1.56,6.08,3.92,5.57,0,0,999,sa873550
Angel Ventura,Brewers,0,0,5.57,0,0,0,1,1,1,0,1,0,1.58,6.58,4.29,5.57,0,0,999,sa597505
Mario Morales,,0,0,5.47,0,1,0,1,1,1,0,1,1,1.63,6.25,4.82,5.57,0,0,999,sa977562
Vinny Nittoli,Mariners,0,0,5.38,0,1,0,1,1,1,0,1,1,1.62,6.87,5.16,5.57,0,0,999,sa829353
Junior Garcia,Diamondbacks,0,0,5.37,0,1,0,1,1,1,0,1,1,1.7,6.68,5.79,5.57,0,0,999,sa737032
Michael Heesch,Cardinals,0,0,5.35,0,1,0,1,1,1,0,1,1,1.69,5.82,5.3,5.57,0,0,999,sa658112
Buddy Borden,,0,0,5.39,0,1,0,1,1,1,0,1,1,1.63,7.28,5.45,5.57,0,0,999,sa737851
Spencer Jones,Rays,0,0,5.26,0,1,0,1,1,1,0,1,1,1.62,6.58,5.24,5.57,0,0,999,sa918190
Anthony McIver,Twins,0,0,5.43,0,1,0,1,1,1,0,1,0,1.54,6,3.91,5.57,0,0,999,sa875625
Starling Peralta,,0,0,5.48,0,1,0,1,1,1,0,1,0,1.56,6.06,4.07,5.57,0,0,999,sa508753
Asher Wojciechowski,Orioles,0,0,5.46,0,1,0,1,1,1,0,1,0,1.43,7.49,3.31,5.57,0,0,999,10836
Mauricio Lara,,0,0,5.37,0,0,0,1,1,1,0,0,0,1.6,4.29,3.81,5.57,0,0,999,sa198885
Stephen Nogosek,Mets,0,0,5.38,0,1,0,1,1,1,0,1,1,1.67,7.49,5.91,5.57,0,0,999,sa873682
Jake Cosart,Red Sox,0,0,5.35,0,1,0,1,1,1,0,1,1,1.64,8.44,6.2,5.57,0,0,999,sa828802
Andy Otamendi,Pirates,0,0,5.47,0,1,0,1,1,1,0,1,1,1.71,6.3,5.49,5.57,0,0,999,sa596224
Oddy Nunez,Pirates,0,0,5.56,0,0,0,1,1,1,0,1,1,1.72,5.07,4.98,5.58,0,0,999,sa874248
Joey Wentz,Braves,0,0,5.4,0,0,0,1,1,1,0,1,1,1.66,7.08,5.55,5.58,0,0,999,sa917946
Wilmer Rios,,0,0,5.54,0,0,0,1,1,1,0,1,0,1.56,5.77,3.89,5.58,0,0,999,sa830629
Dauris Valdez,Padres,0,0,5.38,0,1,0,1,1,1,0,1,1,1.68,6.54,5.6,5.58,0,0,999,sa917999
Ulises Joaquin,Phillies,0,0,5.49,0,0,0,1,1,1,0,1,0,1.54,6.31,3.87,5.58,0,0,999,sa597845
Mark Appel,Phillies,0,0,5.43,0,0,0,1,1,1,0,1,1,1.6,6.99,4.87,5.58,0,0,999,sa501726
Heriberto Ruelas,,0,0,5.28,0,1,0,1,1,1,0,1,1,1.66,5.9,5.16,5.58,0,0,999,sa491795
Vic Black,,0,0,5.42,0,1,0,1,1,1,0,1,1,1.68,7.4,5.9,5.58,0,0,999,9195
Caleb Thielbar,Tigers,0,0,5.4,0,1,0,1,1,1,0,1,0,1.54,6.43,4.09,5.58,0,0,999,10078
Manny Acosta,,0,0,5.45,0,1,0,1,1,1,0,1,1,1.68,6.33,5.38,5.58,0,0,999,8725
Brad Mills,,0,0,5.46,0,0,0,1,1,1,0,1,0,1.56,5.94,4.03,5.58,0,0,999,4420
Chris Mathewson,Dodgers,0,0,5.39,0,0,0,1,1,1,0,1,1,1.6,5.94,4.6,5.58,0,0,999,sa829581
James Shields,White Sox,7,13,5.55,28,28,0,164,179,101,33,130,69,1.52,7.14,3.81,5.58,0.2,0,612.2,7059
A.J. Ladwig,Tigers,0,0,5.58,0,0,0,1,1,1,0,1,0,1.45,4.78,2.25,5.58,0,0,999,sa602810
Nick Pasquale,Indians,0,0,5.48,0,0,0,1,1,1,0,1,1,1.59,6.27,4.57,5.58,0,0,999,sa658514
Walter Silva,,0,0,5.47,0,0,0,1,1,1,0,0,0,1.6,3.97,3.6,5.59,0,0,999,5157
Andy Otero,,0,0,5.35,0,1,0,1,1,1,0,1,1,1.64,6.37,5.07,5.59,0,0,999,sa506550
Hassan Pena,,0,0,5.48,0,1,0,1,1,1,0,1,1,1.64,5.65,4.62,5.59,0,0,999,sa327740
Matt Walker,Mariners,0,0,5.37,0,1,0,1,1,1,0,1,1,1.65,7.05,5.57,5.59,0,0,999,sa876264
Thomas Szapucki,Mets,0,0,5.38,0,0,0,1,1,1,0,1,1,1.68,6.61,5.55,5.59,0,0,999,sa875054
Nick Christiani,,0,0,5.42,0,1,0,1,1,1,0,1,1,1.68,6.96,5.73,5.59,0,0,999,10332
Bryan Radziewski,Rockies,0,0,5.64,0,0,0,1,1,1,0,1,1,1.7,6.16,5.03,5.59,0,0,999,sa738587
Jorge Guzman,Marlins,0,0,5.45,0,0,0,1,1,1,0,1,1,1.72,5.94,5.73,5.59,0,0,999,sa872759
Thomas McIlraith,Mets,0,0,5.51,0,0,0,1,1,1,0,1,1,1.67,5.22,4.72,5.59,0,0,999,sa875253
Hansel Rodriguez,Padres,0,0,5.43,0,0,0,1,1,1,0,1,1,1.67,6.47,5.47,5.59,0,0,999,sa830462
Dallas Gallant,Twins,0,0,5.58,0,1,0,1,1,1,0,1,0,1.57,6.84,4.4,5.59,0,0,999,sa549670
Joey Maher,,0,0,5.49,0,1,0,1,1,1,0,1,0,1.59,6.27,4.48,5.59,0,0,999,sa602541
Jeffrey Springs,Rangers,0,0,5.48,0,0,0,1,1,1,0,1,1,1.61,7.12,5.01,5.59,0,0,999,sa876019
Pedro Vasquez,Pirates,0,0,5.65,0,0,0,1,1,1,0,1,0,1.54,5.3,3.32,5.6,0,0,999,sa872824
Alejandro Soto,,0,0,5.41,0,0,0,1,1,1,0,1,0,1.56,4.93,3.65,5.6,0,0,999,sa509749
Franklyn Kilome,Phillies,0,0,5.48,0,0,0,1,1,1,0,1,1,1.61,6.92,4.91,5.6,0,0,999,sa830592
Samil De Los Santos,Angels,0,0,5.21,0,1,0,1,1,1,0,1,1,1.62,6.95,5.48,5.6,0,0,999,sa598569
Mike Wallace,Pirates,0,0,5.7,0,0,0,1,1,1,0,1,1,1.71,5.12,4.81,5.6,0,0,999,sa857554
Yunior Marte,Royals,0,0,5.37,0,1,0,1,1,1,0,1,1,1.65,7.37,5.9,5.6,0,0,999,sa739617
Griffin Glaude,Blue Jays,0,0,5.43,0,1,0,1,1,1,0,1,1,1.55,7.09,4.64,5.6,0,0,999,sa876811
Sean Poppen,Twins,0,0,5.67,0,0,0,1,1,1,0,1,0,1.59,5.18,3.73,5.6,0,0,999,sa918427
Brigham Hill,Nationals,0,0,5.59,0,0,0,1,1,1,0,1,0,1.65,5.38,4.49,5.6,0,0,999,sa915793
Will Morris,Phillies,0,0,5.52,0,0,0,1,1,1,0,1,0,1.49,5.92,3.22,5.6,0,0,999,sa738332
Adam Reifer,,0,0,5.45,0,1,0,1,1,1,0,1,1,1.63,6.34,4.95,5.6,0,0,999,sa389398
Alexis Candelario,,0,0,5.6,0,0,0,1,1,1,0,1,0,1.59,5.61,4.01,5.6,0,0,999,sa3000055
Mark Williams,,0,0,5.47,0,1,0,1,1,1,0,1,1,1.61,6.85,4.96,5.6,0,0,999,sa609344
Kirby Snead,Blue Jays,0,0,5.28,0,1,0,1,1,1,0,1,1,1.73,6.21,5.95,5.6,0,0,999,sa874046
Juan Martinez,Reds,0,0,5.28,0,1,0,1,1,1,0,1,1,1.67,5.73,5.14,5.6,0,0,999,sa657740
Ryan Etsell,Phillies,0,0,5.54,0,0,0,1,1,1,0,1,0,1.56,6.25,4.02,5.6,0,0,999,sa739294
Jose Ascanio,,0,0,5.51,0,1,0,1,1,1,0,1,1,1.66,5.87,4.93,5.6,0,0,999,3951
Jon Leicester,,0,0,5.61,0,0,0,1,1,1,0,1,0,1.56,5.05,3.47,5.6,0,0,999,2092
Kyle Dowdy,Tigers,0,0,5.6,0,0,0,1,1,1,0,1,0,1.55,5.12,3.47,5.6,0,0,999,sa875594
Kyle Twomey,Athletics,0,0,5.54,0,0,0,1,1,1,0,1,0,1.6,5.95,4.4,5.6,0,0,999,sa657948
Franklin Perez,Tigers,0,0,5.56,0,0,0,1,1,1,0,1,0,1.52,6.39,3.82,5.6,0,0,688.2,sa873722
Jon Moscot,Reds,0,0,5.55,0,0,0,1,1,1,0,1,0,1.5,6.45,3.54,5.6,0,0,999,13849
Parker French,Rockies,0,0,5.82,0,0,0,1,1,1,0,1,0,1.61,5,3.51,5.6,0,0,999,sa829473
Nick Tepesch,Blue Jays,0,0,5.59,0,0,0,1,1,1,0,1,0,1.49,5.54,3.02,5.61,0,0,999,11716
Matt Pearce,Cardinals,0,0,5.53,0,0,0,1,1,1,0,1,0,1.42,5.3,2.4,5.61,0,0,999,sa829078
Sean Brady,Indians,0,0,5.43,0,0,0,1,1,1,0,1,0,1.58,4.95,3.88,5.61,0,0,999,sa737808
Jesus Zambrano,Athletics,0,0,5.58,0,1,0,1,1,1,0,1,0,1.6,5.8,4.34,5.61,0,0,999,sa737066
Art Warren,Mariners,1,1,5.37,0,15,0,15,16,9,2,11,9,1.64,6.45,5.19,5.61,-0.2,-0.2,999,sa875374
Victor Mateo,,0,0,5.51,0,0,0,1,1,1,0,1,0,1.56,5.71,3.92,5.61,0,0,999,sa504206
Gabriel Ynoa,Orioles,1,1,5.56,3,3,0,18,21,11,4,11,6,1.47,5.47,2.78,5.61,0,0,649.6,12938
Scooter Hightower,Pirates,0,0,5.78,0,0,0,1,1,1,0,1,0,1.59,5.34,3.65,5.61,0,0,999,sa875703
Ben Bracewell,Athletics,0,0,5.64,0,0,0,1,1,1,0,1,0,1.58,5.37,3.88,5.61,0,0,999,sa837103
Irving Jimenez,,0,0,5.38,0,1,0,1,1,1,0,1,1,1.76,6.19,6.14,5.61,0,0,999,sa510242
Steven Ridings,Mariners,0,0,5.53,0,0,0,1,1,1,0,1,0,1.58,6.37,4.42,5.61,0,0,999,sa918658
Dan Haren,,0,0,5.66,0,0,0,1,1,1,0,1,0,1.42,6.16,2.42,5.61,0,0,999,1757
John Gorman,Athletics,0,0,5.55,0,1,0,1,1,1,0,1,1,1.67,6.43,5.33,5.62,0,0,999,sa602627
Dylan Lee,Marlins,0,0,5.41,0,0,0,1,1,1,0,1,1,1.64,4.89,4.57,5.62,0,0,999,sa918185
Matt Milburn,Athletics,0,0,5.66,0,0,0,1,1,1,0,1,0,1.6,5.25,4.04,5.62,0,0,999,sa913084
Zach Hartman,,0,0,5.44,0,1,0,1,1,1,0,1,1,1.67,6.4,5.37,5.62,0,0,999,sa877530
Jasvir Rakkar,,0,0,5.52,0,1,0,1,1,1,0,1,1,1.64,6.17,4.9,5.62,0,0,999,sa658674
Justin Thomas,Nationals,0,0,5.33,0,1,0,1,1,1,0,1,1,1.69,6.32,5.55,5.62,0,0,999,sa738724
Jordan Hicks,Cardinals,0,0,5.52,0,0,0,1,1,1,0,1,1,1.71,5.73,5.43,5.62,0,0,999,sa875019
Kris Hall,Athletics,0,0,5.49,0,1,0,1,1,1,0,1,1,1.68,7.6,6.05,5.62,0,0,999,sa658114
Justin Donatella,Diamondbacks,0,0,5.63,0,0,0,1,1,1,0,1,0,1.56,5.71,3.92,5.62,0,0,999,sa875616
Miguel Romero,Athletics,0,0,5.67,0,1,0,1,1,1,0,1,1,1.66,6.28,4.99,5.62,0,0,999,sa3003109
Trevor Belicek,Orioles,0,0,5.42,0,1,0,1,1,1,0,1,0,1.51,6.41,3.7,5.62,0,0,999,sa875674
Anthony Bender,Royals,0,0,5.65,0,0,0,1,1,1,0,1,0,1.61,5.52,4.27,5.62,0,0,999,sa918438
Mike Hepple,,0,0,5.45,0,1,0,1,1,1,0,1,1,1.69,6.72,5.66,5.62,0,0,999,sa829930
Dennis Torres,Orioles,0,0,5.54,0,1,0,1,1,1,0,1,0,1.58,6.61,4.34,5.62,0,0,999,sa658652
Caleb Beech,,0,0,5.65,0,0,0,1,1,1,0,1,0,1.59,4.92,3.7,5.62,0,0,999,sa829077
Fabian Cota,,0,0,5.37,0,1,0,1,1,1,0,1,1,1.68,6.44,5.5,5.62,0,0,999,sa598648
Matt Tomshaw,White Sox,0,0,5.41,0,0,0,1,1,1,0,1,0,1.45,5.75,2.92,5.62,0,0,999,sa598974
Evan Kruczynski,Cardinals,0,0,5.51,0,0,0,1,1,1,0,1,1,1.66,5.16,4.58,5.63,0,0,999,sa3004341
Hector Mendoza,Cardinals,0,0,5.52,0,1,0,1,1,1,0,1,1,1.69,6.87,5.73,5.63,0,0,999,sa863882
Luis De La O,,0,0,5.44,0,1,0,1,1,1,0,1,1,1.67,5.7,5.05,5.63,0,0,999,sa508761
Ethan Elias,Diamondbacks,0,0,5.66,0,0,0,1,1,1,0,1,1,1.65,5.7,4.7,5.63,0,0,999,sa599224
Lindsey Caughel,Mariners,0,0,5.48,0,0,0,1,1,1,0,1,0,1.43,6.04,2.86,5.63,0,0,999,sa578783
Zack Brown,Brewers,0,0,5.67,0,0,0,1,1,1,0,1,1,1.63,6.27,4.53,5.63,0,0,999,sa738901
Orlando Lara,,0,0,5.47,0,0,0,1,1,1,0,1,0,1.61,4.84,4.06,5.63,0,0,999,sa328299
Ryne Slack,Rangers,0,0,5.41,0,1,0,1,1,1,0,1,1,1.63,7.32,5.4,5.63,0,0,999,sa659790
Blayne Weller,Angels,0,0,5.39,0,0,0,1,1,1,0,1,0,1.47,6.57,3.78,5.64,0,0,999,sa455271
Miguel Castro,Orioles,4,5,5.59,8,38,0,76,85,47,13,51,36,1.6,6.11,4.27,5.64,-0.2,-0.3,648.4,15684
Mike O'Reilly,Cardinals,0,0,5.55,0,0,0,1,1,1,0,1,0,1.47,6,3.2,5.64,0,0,999,sa918643
Oscar Villarreal,,0,0,5.49,0,1,0,1,1,1,0,1,1,1.65,5.59,4.79,5.64,0,0,999,1654
Ryan Riga,White Sox,0,0,5.27,0,1,0,1,1,1,0,1,1,1.71,6.03,5.67,5.64,0,0,999,sa827479
Alfredo Aceves,,0,0,5.51,0,1,0,1,1,1,0,1,0,1.52,5.4,3.4,5.64,0,0,999,5164
Peter Lambert,Rockies,0,0,5.82,0,0,0,1,1,1,0,1,0,1.59,5.99,3.81,5.64,0,0,999,sa874771
Erik Swanson,Yankees,0,0,5.49,0,0,0,1,1,1,0,1,0,1.47,6.04,3.18,5.64,0,0,999,sa829145
Akeem Bostick,Astros,0,0,5.56,0,0,0,1,1,1,0,1,0,1.52,5.8,3.61,5.64,0,0,999,sa737616
Marc Huberman,Cubs,0,0,5.2,0,1,0,1,1,1,0,1,1,1.79,7.32,7.18,5.64,0,0,999,sa918502
Martires Arias,,0,0,5.49,0,1,0,1,1,1,0,1,1,1.67,6.88,5.55,5.64,0,0,999,sa506939
Conner Menez,Giants,0,0,5.3,0,0,0,1,1,1,0,1,1,1.64,5.8,5.25,5.64,0,0,999,sa918322
Jose Veras,Royals,0,0,5.56,0,1,0,1,1,1,0,1,0,1.6,5.64,4.4,5.64,0,0,999,sa737362
Alberto Leyva,,0,0,5.48,0,1,0,1,1,1,0,1,1,1.61,6.64,4.89,5.64,0,0,999,sa914411
Clint Terry,Braves,0,0,5.49,0,1,0,1,1,1,0,1,1,1.63,5.73,4.55,5.64,0,0,999,sa659044
Adonis Rosa,Yankees,0,0,5.52,0,0,0,1,1,1,0,1,0,1.45,6.26,3,5.64,0,0,999,sa828513
Logan Duran,,0,0,5.6,0,0,0,1,1,1,0,1,0,1.64,5.21,4.37,5.64,0,0,999,sa529273
Tyrell Jenkins,,0,0,5.62,0,0,0,1,1,1,0,1,1,1.67,5.98,4.93,5.64,0,0,999,11378
Kevin Canelon,,0,0,5.41,0,0,0,1,1,1,0,1,0,1.5,6.06,3.65,5.64,0,0,999,sa597095
Andrew Church,Mets,0,0,5.62,0,0,0,1,1,1,0,1,0,1.5,5.44,3.06,5.65,0,0,999,sa737545
Carlos Pimentel,,0,0,5.58,0,0,0,1,1,1,0,1,0,1.54,6.84,4.24,5.65,0,0,999,sa393262
Mariano Rivera,Nationals,0,0,5.5,0,1,0,1,1,1,0,1,1,1.66,5.76,4.93,5.65,0,0,999,sa829639
Zach Nuding,,0,0,5.57,0,0,0,1,1,1,0,1,0,1.52,6.11,3.75,5.65,0,0,999,sa503167
Sam McWilliams,Diamondbacks,0,0,5.65,0,0,0,1,1,1,0,1,0,1.63,5.02,4.26,5.65,0,0,999,sa829124
Kelvis Valerio,,0,0,5.55,0,0,0,1,1,1,0,1,0,1.56,5.41,3.78,5.65,0,0,999,sa597112
Cole Wiper,Rangers,0,0,5.56,0,1,0,1,1,1,0,1,1,1.69,6.32,5.31,5.65,0,0,999,sa599160
Erubiel Gonzalez,,0,0,5.54,0,1,0,1,1,1,0,1,0,1.6,5.34,4.13,5.65,0,0,999,sa508781
Curtis Taylor,Diamondbacks,0,0,5.65,0,0,0,1,1,1,0,1,1,1.66,6.37,5.22,5.65,0,0,999,sa917970
Jeremy Guthrie,,0,0,5.67,0,0,0,1,1,1,0,1,0,1.53,5.6,3.3,5.65,0,0,999,2072
Brett Ash,Mariners,0,0,5.57,0,0,0,1,1,1,0,0,0,1.54,4.38,3.06,5.65,0,0,999,sa832338
Brett Adcock,Astros,0,0,5.47,0,0,0,1,1,1,0,1,1,1.61,6.56,4.86,5.65,0,0,999,sa873691
Mitchell Aker,,0,0,5.64,0,0,0,1,1,1,0,1,0,1.57,6.04,4.02,5.65,0,0,999,sa3002582
J.C. Sulbaran,,0,0,5.56,0,0,0,1,1,1,0,1,0,1.51,6.3,3.71,5.66,0,0,999,sa455559
Dillon Tate,Yankees,0,0,5.55,0,0,0,1,1,1,0,1,0,1.58,5.84,4.02,5.66,0,0,999,sa874239
Nicolas Heredia,,0,0,5.47,0,1,0,1,1,1,0,1,1,1.64,6.4,5.09,5.66,0,0,999,sa733608
Kevin Gadea,Rays,0,0,5.43,0,0,0,1,1,1,0,1,0,1.56,6.2,4.49,5.66,0,0,999,sa735841
Jairo Munoz,,0,0,5.5,0,1,0,1,1,1,0,1,1,1.69,6.6,5.65,5.66,0,0,999,sa604117
Jaime Barria,Angels,0,1,5.31,2,2,0,9,10,5,2,6,3,1.4,5.81,2.85,5.66,0,0,688.7,sa737379
Greg Reynolds,,0,0,5.7,0,0,0,1,1,1,0,1,0,1.52,5.18,3.05,5.66,0,0,999,5712
Jesus Tinoco,Rockies,0,1,5.7,0,10,0,10,11,6,2,7,5,1.61,5.96,4.17,5.66,-0.1,-0.1,999,sa657723
Luis Pena,Angels,0,0,5.37,0,0,0,1,1,1,0,1,1,1.54,7.08,4.76,5.66,0,0,999,sa837845
Melvin Jimenez,Dodgers,0,0,5.42,0,1,0,1,1,1,0,1,1,1.65,6.91,5.56,5.66,0,0,999,sa917739
Paul Clemens,,0,0,5.65,0,0,0,1,1,1,0,1,0,1.55,6.59,4.08,5.66,0,0,999,8037
Jon Harris,Blue Jays,0,0,5.62,0,0,0,1,1,1,0,1,0,1.53,5.68,3.61,5.66,0,0,999,sa658929
Jhon Romero,Cubs,0,0,5.39,0,1,0,1,1,1,0,1,1,1.71,7.15,6.29,5.66,0,0,999,sa885679
Jorge Zavala,,0,0,5.51,0,1,0,1,1,1,0,1,1,1.72,7.56,6.36,5.67,0,0,999,sa658369
Emerson Martinez,Rangers,0,0,5.73,0,0,0,1,1,1,0,1,0,1.61,5.4,4.01,5.67,0,0,999,sa747285
Jose Suarez,Angels,0,0,5.3,0,0,0,1,1,1,0,1,1,1.61,5.98,4.91,5.67,0,0,999,sa872545
Michael Boyle,Dodgers,0,0,5.33,0,0,0,1,1,1,0,1,0,1.55,5.63,4.09,5.67,0,0,999,sa857604
Ernesto Montas,,0,0,5.67,0,0,0,1,1,1,0,0,0,1.62,4.35,3.68,5.67,0,0,999,sa737253
Ian Anderson,Braves,0,0,5.66,0,0,0,1,1,1,0,1,1,1.73,6.8,5.92,5.67,0,0,999,sa917921
Luke Harrison,Cardinals,0,0,5.57,0,1,0,1,1,1,0,1,1,1.73,5.98,5.66,5.67,0,0,999,sa876214
Ronny Agustin,Pirates,0,0,5.47,0,1,0,1,1,1,0,1,1,1.81,7.12,6.86,5.67,0,0,999,sa873563
Jose Fernandez,Blue Jays,0,0,5.39,0,1,0,1,1,1,0,1,1,1.61,7.35,5.35,5.67,0,0,999,sa659789
Edgar Garcia,,0,0,5.57,0,0,0,1,1,1,0,1,0,1.54,6.37,4.08,5.67,0,0,999,sa282907
Erling Moreno,Cubs,0,0,5.49,0,0,0,1,1,1,0,1,1,1.72,5.67,5.62,5.67,0,0,999,sa827076
Zack Erwin,Athletics,0,0,5.53,0,0,0,1,1,1,0,1,0,1.63,5.12,4.48,5.67,0,0,999,sa857605
Ethan Clark,Marlins,0,0,5.51,0,0,0,1,1,1,0,1,1,1.69,5.99,5.49,5.67,0,0,999,sa875652
Jose Marquez,,0,0,5.47,0,1,0,1,1,1,0,1,1,1.74,5.92,5.84,5.67,0,0,999,sa913975
Salvador Robles,,0,0,5.54,0,0,0,1,1,1,0,1,0,1.61,5.03,4.02,5.67,0,0,999,sa509748
Daniel Wright,Angels,0,1,5.38,2,2,0,9,10,5,2,6,3,1.47,5.5,3.28,5.67,0,0,696,15179
Jose Regalado,Pirates,0,0,5.77,0,1,0,1,1,1,0,1,0,1.61,5.96,4.26,5.68,0,0,999,sa606069
Anthony Ortega,,0,0,5.61,0,1,0,1,1,1,0,1,1,1.63,5.97,4.63,5.68,0,0,999,6745
Efren Delgado,,0,0,5.49,0,0,0,1,1,1,0,1,0,1.58,5.23,3.95,5.68,0,0,999,sa594882
Dustin Beggs,Marlins,0,0,5.61,0,0,0,1,1,1,0,1,0,1.59,4.77,3.91,5.68,0,0,999,sa829242
Will Gilbert,Athletics,0,0,5.44,0,1,0,1,1,1,0,1,1,1.75,5.85,5.96,5.68,0,0,999,sa918097
Joel Kuhnel,Reds,0,0,5.49,0,1,0,1,1,1,0,1,1,1.68,5.85,5.2,5.68,0,0,999,sa918205
Gregory Soto,Tigers,0,1,5.34,0,10,0,10,10,6,1,8,7,1.75,7.37,6.67,5.68,-0.1,0,999,sa737262
Sebastian Kessay,,0,0,5.29,0,1,0,1,1,1,0,1,1,1.7,7.36,6.33,5.68,0,0,999,sa738247
Ryan Moseley,Dodgers,0,0,5.39,0,1,0,1,1,1,0,1,1,1.73,6.18,6.03,5.68,0,0,999,sa738670
Colton Thomson,Cardinals,0,0,5.39,0,1,0,1,1,1,0,1,1,1.76,6.94,6.52,5.68,0,0,999,sa920466
Mike Adams,,0,0,5.42,0,1,0,1,1,1,0,1,1,1.68,6,5.35,5.68,0,0,999,sa737839
Gavin Pittore,,0,0,5.51,0,1,0,1,1,1,0,1,1,1.69,6.57,5.62,5.68,0,0,999,sa857616
Brett Lilek,Marlins,0,0,5.45,0,0,0,1,1,1,0,1,1,1.72,5.9,5.76,5.68,0,0,999,sa659053
Jose Manuel Lopez,,0,0,5.53,0,1,0,1,1,1,0,1,1,1.69,6.3,5.49,5.68,0,0,999,sa593936
Derek Gordon,,0,0,5.57,0,1,0,1,1,1,0,1,0,1.58,6.37,4.47,5.69,0,0,999,sa864302
Shane Kemp,Pirates,0,0,5.74,0,1,0,1,1,1,0,1,1,1.72,6.11,5.4,5.69,0,0,999,sa630664
Greg Peavey,,0,0,5.64,0,0,0,1,1,1,0,1,0,1.47,5.82,2.98,5.69,0,0,999,sa392163
Corey Kimber,Padres,0,0,5.52,0,1,0,1,1,1,0,1,1,1.72,6.58,5.92,5.69,0,0,999,sa658609
Andrew Lee,Nationals,0,0,5.62,0,0,0,1,1,1,0,1,1,1.67,6,5.03,5.69,0,0,999,sa856275
Elniery Garcia,Phillies,0,0,5.47,0,0,0,1,1,1,0,1,0,1.59,6.21,4.36,5.69,0,0,999,sa684104
Kramer Sneed,,0,0,5.49,0,0,0,1,1,1,0,1,0,1.52,5.8,3.64,5.69,0,0,999,sa549965
Bryce Morrow,,0,0,5.66,0,0,0,1,1,1,0,1,0,1.53,5.87,3.54,5.69,0,0,999,sa745009
Trevor Lane,Yankees,0,0,5.37,0,1,0,1,1,1,0,1,1,1.66,6.56,5.3,5.69,0,0,999,sa918196
Antonio Garzon,,0,0,5.41,0,1,0,1,1,1,0,1,1,1.69,5.94,5.38,5.69,0,0,999,sa509479
Tim Melville,Orioles,0,0,5.58,0,1,0,1,1,1,0,1,0,1.53,7.59,4.37,5.69,0,0,999,9149
Emmanuel Torres,,0,0,5.59,0,0,0,1,1,1,0,1,1,1.68,5.96,5.2,5.69,0,0,999,sa728948
Jon Wandling,,0,0,5.56,0,1,0,1,1,1,0,1,1,1.71,5.74,5.35,5.69,0,0,999,sa830461
Sam Perez,Marlins,0,0,5.6,0,0,0,1,1,1,0,1,0,1.63,5.08,4.44,5.7,0,0,999,sa917997
